age;d13C;author
476.99;-2.6;CALIBRATION = 18.65% up Fl1 - T. approximatus Zone (graptolite)
477.61;-2.44;CALIBRATION = 2.78% up Fl1 - T. approximatus Zone (graptolite)
477.88;-2.17;CALIBRATION = 92.65% up Tr3 - P. proteus Zone (conodont)
478.25;-2.14;CALIBRATION = 76.33% up Tr3 - P. proteus Zone (conodont)
478.38;-1.3;CALIBRATION = 70.20% up Tr3 - P. proteus Zone (conodont)
478.43;-1.95;CALIBRATION = 68.16% up Tr3 - P. proteus Zone (conodont)
478.52;-0.81;CALIBRATION = 64.08% up Tr3 - P. proteus Zone (conodont)
478.56;-1.11;CALIBRATION = 62.04% up Tr3 - P. proteus Zone (conodont)
478.7;-0.76;CALIBRATION = 55.92% up Tr3 - P. proteus Zone (conodont)
479.11;-1.52;CALIBRATION = 37.55% up Tr3 - P. proteus Zone (conodont)
479.2;-1.3;CALIBRATION = 33.47% up Tr3 - P. proteus Zone (conodont)
479.33;-1.14;CALIBRATION = 27.35% up Tr3 - P. proteus Zone (conodont)
479.6;-1.11;CALIBRATION = 15.10% up Tr3 - P. proteus Zone (conodont)
480.02;-1.36;CALIBRATION = 76.98% up Tr2 - P. deltifer Zone (conodont)
480.04;-1.17;CALIBRATION = 69.05% up Tr2 - P. deltifer Zone (conodont)
480.05;0.49;CALIBRATION = 65.96% up Tr2 - P. deltifer Zone (conodont)
480.09;0.7;CALIBRATION = 55.16% up Tr2 - P. deltifer Zone (conodont)
480.12;0.24;CALIBRATION = 45.24% up Tr2 - P. deltifer Zone (conodont)
480.17;-0.25;CALIBRATION = 29.37% up Tr2 - P. deltifer Zone (conodont)
480.19;-0.63;CALIBRATION = 25.40% up Tr2 - P. deltifer Zone (conodont)
480.25;-0.84;CALIBRATION = 5.56% up Tr2 - P. deltifer Zone (conodont)
480.98;-1.22;CALIBRATION = 86.10% up Tr1 - Base l. fluctivagus Zone (conodont)
481.96;-1.14;CALIBRATION = 66.80% up Tr1 - Base l. fluctivagus Zone (conodont)
482.95;-1.11;CALIBRATION = 47.49% up Tr1 - Base l. fluctivagus Zone (conodont)
483.34;-0.76;CALIBRATION = 39.77% up Tr1 - Base l. fluctivagus Zone (conodont)
483.54;-0.41;CALIBRATION = 35.91% up Tr1 - Base l. fluctivagus Zone (conodont)
483.74;-0.06;CALIBRATION = 32.05% up Tr1 - Base l. fluctivagus Zone (conodont)
483.93;0.35;CALIBRATION = 28.19% up Tr1 - Base l. fluctivagus Zone (conodont)
484.13;0.65;CALIBRATION = 24.32% up Tr1 - Base l. fluctivagus Zone (conodont)
485.02;0.89;"CALIBRATION = 6.95% up Tr1 - Base l. fluctivagus Zone (conodont).   NOTE:  Join to previous Cambrian is dis-jointed ?surge? which is probably not real.  Therefore, the base-Ibexian value of 1.40 at 486.1 Ma (Ordov scale) was omitted; and used Cambrian set of Peng from his 486.7 Ma downward"
486.73;0;
487.23;-0.5;
487.27;-3;
487.44;-3.6;
487.72;-1;
487.81;0.5;
488.05;1;
488.49;1.05;
489.07;1.1;
489.5;1.2;
490.4;0.9;
491.3;0.8;
492.2;0.65;
493.33;1.4;
494;3.15;
494.45;3.7;
494.9;4;
495.35;4.15;
495.8;4.1;
496.1;3.7;
496.4;3.2;
497;2;
497.07;0.5;
497.35;0;
498.05;-0.5;
498.4;-0.3;
498.75;0.1;
498.93;0;
499.1;0;
499.45;-0.1;
500.15;0;
500.5;0.2;
500.82;0.05;
501.14;0.2;
501.46;0.4;
501.78;0.9;
502.1;1;
502.42;1.1;
502.9;0.9;
503.5;0.6;
503.89;0;
504.12;-0.8;
504.35;-1.6;
504.5;-1.7;
504.77;-1.8;
505.21;-1.5;
505.64;-1.1;
505.97;-0.5;
506.41;-0.1;
506.74;0.4;
507.07;0.6;
507.52;0.7;
508.03;0.5;
508.41;-0.1;
508.63;-2.5;
509;-3.7;
509.38;-2.5;
509.9;-0.1;
510.13;0.4;
510.5;0.2;
510.85;-0.6;
511.2;-1.1;
511.5;-1.2;
511.88;-0.7;
512.1;1.1;
512.4;4;
512.7;4.4;
513;4.2;
513.2;3.8;
513.5;4;
513.8;4.5;
514;4;
514.21;2.9;
514.42;1.8;
515.2;0.9;
516.58;-0.2;
517.3;-0.3;
518.02;0.1;
518.5;1.3;
519.18;2.3;
519.7;1.9;
520;0.5;
520.5;-0.6;
520.8;-1.1;
521;-0.9;
521.3;-0.1;
521.5;0.1;
521.7;-0.6;
522;-2.4;
522.5;-1.3;
523;0.9;
524;-4.2;
525.8;-0.2;
526.5;3.5;
528;4.7;
529;4.6;
530;3.3;
530.88;0.3;
531.65;-0.8;
532.2;0;
532.75;1;
533.3;1.8;
534.4;-0.5;
535.5;-2.2;
536.05;-1.5;
536.6;-0.1;
537.15;0.1;
537.7;-0.2;
538.8;-1.3;
539.35;-5.8;
539.9;-6.3;
541;-6.5;
542.3;-3;
542.9;-2;
546.7;-2;
547.3806;1.1479;CALIBRATION = 93.21% up Ediacaran
548.8253;6.6752;CALIBRATION = 91.68% up Ediacaran
549.5476;5.2934;CALIBRATION = 90.91% up Ediacaran
550.3904;3.5927;CALIBRATION = 90.01% up Ediacaran
550.3904;0.6165;CALIBRATION = 90.01% up Ediacaran
550.6311;1.4668;CALIBRATION = 89.75% up Ediacaran
552.9185;-2.8912;CALIBRATION = 87.32% up Ediacaran
554.9652;-7.9932;CALIBRATION = 85.14% up Ediacaran
556.8914;-9.1624;CALIBRATION = 83.09% up Ediacaran
557.4933;-7.3554;CALIBRATION = 82.45% up Ediacaran
560.0216;-11.2883;CALIBRATION = 79.76% up Ediacaran
561.2254;-4.6981;CALIBRATION = 78.48% up Ediacaran
563.5128;2.6361;CALIBRATION = 76.05% up Ediacaran
568.9303;1.4668;CALIBRATION = 70.29% up Ediacaran
575.4314;1.6794;CALIBRATION = 63.37% up Ediacaran
582.6547;-0.2338;CALIBRATION = 55.69% up Ediacaran
586.7479;2.3172;CALIBRATION = 51.33% up Ediacaran
590.1189;2.3172;CALIBRATION = 47.75% up Ediacaran
594.8141;3.0612;CALIBRATION = 42.75% up Ediacaran
599.3889;2.8486;CALIBRATION = 37.88% up Ediacaran
603.7228;2.7423;CALIBRATION = 33.27% up Ediacaran
606.0102;2.7423;CALIBRATION = 30.84% up Ediacaran
608.7792;3.2738;CALIBRATION = 27.89% up Ediacaran
611.187;1.3606;CALIBRATION = 25.33% up Ediacaran
612.5113;3.1675;CALIBRATION = 23.92% up Ediacaran
616.4842;4.0178;CALIBRATION = 19.70% up Ediacaran
619.0123;9.2262;CALIBRATION = 17.01% up Ediacaran
620.5774;0.2976;CALIBRATION = 15.34% up Ediacaran
625.1522;-2.1471;CALIBRATION = 10.48% up Ediacaran
629.125;-0.659;CALIBRATION = 6.25% up Ediacaran
630.8104;-2.2534;CALIBRATION = 4.46% up Ediacaran
631.7735;-2.3597;CALIBRATION = 3.43% up Ediacaran
633.9406;-3.9541;CALIBRATION = 1.13% up Ediacaran
634.6629;-2.466;CALIBRATION = 0.36% up Ediacaran
638.1419;-2.5723;CALIBRATION = 96.30% up Cryogenian
638.6216;-7.6743;CALIBRATION = 95.74% up Cryogenian
641.2599;0.2976;CALIBRATION = 92.64% up Cryogenian
641.4997;5.7185;CALIBRATION = 92.35% up Cryogenian
644.4977;7.4192;CALIBRATION = 88.83% up Cryogenian
646.5364;10.1828;CALIBRATION = 86.43% up Cryogenian
648.0954;8.801;CALIBRATION = 84.59% up Cryogenian
649.1747;3.0612;CALIBRATION = 83.32% up Cryogenian
650.3739;-6.6114;CALIBRATION = 81.91% up Cryogenian
651.4532;3.5927;CALIBRATION = 80.64% up Cryogenian
654.2114;6.8878;CALIBRATION = 77.40% up Cryogenian
655.4105;4.9745;CALIBRATION = 75.99% up Cryogenian
655.6504;3.3801;CALIBRATION = 75.71% up Cryogenian
656.7297;1.7857;CALIBRATION = 74.44% up Cryogenian
659.4879;1.5731;CALIBRATION = 71.19% up Cryogenian
660.2074;-3.1037;CALIBRATION = 70.34% up Cryogenian
720;1.9558;CALIBRATION = 0.00% up Cryogenian
722.3226;7.0578;CALIBRATION = 92.26% up 720Ma to 750Ma
723.4839;5.1871;CALIBRATION = 88.39% up 720Ma to 750Ma
727.3548;2.6361;CALIBRATION = 75.48% up 720Ma to 750Ma
730.0645;-2.9762;CALIBRATION = 66.45% up 720Ma to 750Ma
731.2258;-5.8673;CALIBRATION = 62.58% up 720Ma to 750Ma
732.5807;-11.3095;CALIBRATION = 58.06% up 720Ma to 750Ma
732.7742;-4.6769;CALIBRATION = 57.42% up 720Ma to 750Ma
734.3226;-1.4456;CALIBRATION = 52.26% up 720Ma to 750Ma
734.9032;1.6156;CALIBRATION = 50.32% up 720Ma to 750Ma
736.6452;4.3367;CALIBRATION = 44.52% up 720Ma to 750Ma
737.6129;-0.2551;CALIBRATION = 41.29% up 720Ma to 750Ma
738.7742;3.4864;CALIBRATION = 37.42% up 720Ma to 750Ma
740.5161;2.466;CALIBRATION = 31.61% up 720Ma to 750Ma
743.2258;6.0374;CALIBRATION = 22.58% up 720Ma to 750Ma
744.9677;3.9966;CALIBRATION = 16.77% up 720Ma to 750Ma
746.3226;0.9354;CALIBRATION = 12.26% up 720Ma to 750Ma
747.6774;3.4864;CALIBRATION = 7.74% up 720Ma to 750Ma
754.6391;4.5808;CALIBRATION = 87.63% up Tonian
755.6014;8.3463;CALIBRATION = 87.29% up Tonian
758.969;8.9674;CALIBRATION = 86.08% up Tonian
759.9314;8.3463;CALIBRATION = 85.74% up Tonian
761.8558;7.5699;CALIBRATION = 85.05% up Tonian
763.78;5.3183;CALIBRATION = 84.36% up Tonian
766.1854;6.9099;CALIBRATION = 83.51% up Tonian
767.6288;2.2127;CALIBRATION = 82.99% up Tonian
769.5533;5.1242;CALIBRATION = 82.30% up Tonian
772.9208;8.4239;CALIBRATION = 81.10% up Tonian
774.8453;7.2593;CALIBRATION = 80.41% up Tonian
776.7697;7.5311;CALIBRATION = 79.73% up Tonian
780.1376;2.9891;CALIBRATION = 78.52% up Tonian
784.4675;6.9099;CALIBRATION = 76.98% up Tonian
789.2784;6.0171;CALIBRATION = 75.26% up Tonian
794.0894;3.6491;CALIBRATION = 73.54% up Tonian
796.0138;5.0078;CALIBRATION = 72.85% up Tonian
797.457;6.9488;CALIBRATION = 72.34% up Tonian
799.3814;2.4845;CALIBRATION = 71.65% up Tonian
803.2303;-3.9208;CALIBRATION = 70.27% up Tonian
804.6734;0.2329;CALIBRATION = 69.76% up Tonian
808.5223;-1.3199;CALIBRATION = 68.38% up Tonian
810.4467;7.764;CALIBRATION = 67.70% up Tonian
812.3712;5.3183;CALIBRATION = 67.01% up Tonian
812.3712;4.2314;CALIBRATION = 67.01% up Tonian
814.2956;2.4456;CALIBRATION = 66.32% up Tonian
818.1442;8.5015;CALIBRATION = 64.95% up Tonian
818.1445;1.2422;CALIBRATION = 64.95% up Tonian
820.55;0.5435;CALIBRATION = 64.09% up Tonian
821.512;-0.1553;CALIBRATION = 63.75% up Tonian
823.4365;2.795;CALIBRATION = 63.06% up Tonian
825.842;3.1056;CALIBRATION = 62.20% up Tonian
827.2854;4.8913;CALIBRATION = 61.68% up Tonian
829.6908;5.3571;CALIBRATION = 60.82% up Tonian
831.134;3.2997;CALIBRATION = 60.31% up Tonian
834.0208;4.736;CALIBRATION = 59.28% up Tonian
836.4262;3.2221;CALIBRATION = 58.42% up Tonian
838.3504;4.309;CALIBRATION = 57.73% up Tonian
842.1993;5.823;CALIBRATION = 56.36% up Tonian
845.0858;4.736;CALIBRATION = 55.33% up Tonian
850.3781;4.5808;CALIBRATION = 53.44% up Tonian
851.8212;-0.0388;CALIBRATION = 52.92% up Tonian
857.5945;0.854;CALIBRATION = 50.86% up Tonian
860.481;3.8432;CALIBRATION = 49.83% up Tonian
861.9244;5.0078;CALIBRATION = 49.31% up Tonian
864.3299;2.5233;CALIBRATION = 48.45% up Tonian
869.1409;5.9006;CALIBRATION = 46.74% up Tonian
870.5843;3.1832;CALIBRATION = 46.22% up Tonian
871.0653;1.2034;CALIBRATION = 46.05% up Tonian
871.5464;0.3882;CALIBRATION = 45.88% up Tonian
877.8007;0.1553;CALIBRATION = 43.64% up Tonian
885.0172;1.2034;CALIBRATION = 41.07% up Tonian
892.7149;1.514;CALIBRATION = 38.32% up Tonian
898.0069;2.368;CALIBRATION = 36.43% up Tonian
902.3368;1.2422;CALIBRATION = 34.88% up Tonian
905.7044;2.6786;CALIBRATION = 33.68% up Tonian
909.0722;1.8634;CALIBRATION = 32.47% up Tonian
922.062;-1.8634;CALIBRATION = 27.84% up Tonian
928.3161;-1.2811;CALIBRATION = 25.60% up Tonian
930.7216;-2.2904;CALIBRATION = 24.74% up Tonian
936.4949;-2.1351;CALIBRATION = 22.68% up Tonian
941.3058;-0.1165;CALIBRATION = 20.96% up Tonian
943.2303;1.5528;CALIBRATION = 20.27% up Tonian
948.5223;0.1941;CALIBRATION = 18.38% up Tonian
951.4091;-0.3106;CALIBRATION = 17.35% up Tonian
953.3332;0.8929;CALIBRATION = 16.67% up Tonian
957.1821;-0.0777;CALIBRATION = 15.29% up Tonian
961.512;-0.2329;CALIBRATION = 13.75% up Tonian
963.9175;2.7562;CALIBRATION = 12.89% up Tonian
971.134;0.2717;CALIBRATION = 10.31% up Tonian
972.0963;2.8338;CALIBRATION = 9.97% up Tonian
976.9073;1.5916;CALIBRATION = 8.25% up Tonian
978.8317;0.7764;CALIBRATION = 7.56% up Tonian
980.2748;-2.2127;CALIBRATION = 7.04% up Tonian
983.1616;-1.5528;CALIBRATION = 6.01% up Tonian
983.6427;0.7376;CALIBRATION = 5.84% up Tonian
987.9726;-1.3199;CALIBRATION = 4.30% up Tonian
998.0756;-2.368;CALIBRATION = 0.69% up Tonian
1001.9802;-0.5435;CALIBRATION = 98.02% up 1000Ma to 1100Ma
1007.4258;-0.5823;CALIBRATION = 92.57% up 1000Ma to 1100Ma
1010.3961;0.2329;CALIBRATION = 89.60% up 1000Ma to 1100Ma
1014.8515;1.0481;CALIBRATION = 85.15% up 1000Ma to 1100Ma
1018.8119;2.0963;CALIBRATION = 81.19% up 1000Ma to 1100Ma
1022.7723;2.9891;CALIBRATION = 77.23% up 1000Ma to 1100Ma
1023.7624;2.6009;CALIBRATION = 76.24% up 1000Ma to 1100Ma
1025.7426;1.941;CALIBRATION = 74.26% up 1000Ma to 1100Ma
1031.6832;1.7857;CALIBRATION = 68.32% up 1000Ma to 1100Ma
1036.6337;1.5916;CALIBRATION = 63.37% up 1000Ma to 1100Ma
1039.1089;-0.5047;CALIBRATION = 60.89% up 1000Ma to 1100Ma
1042.0792;0.2717;CALIBRATION = 57.92% up 1000Ma to 1100Ma
1044.0594;-1.3587;CALIBRATION = 55.94% up 1000Ma to 1100Ma
1047.0297;-2.6009;CALIBRATION = 52.97% up 1000Ma to 1100Ma
1051.9802;-0.2717;CALIBRATION = 48.02% up 1000Ma to 1100Ma
1232.773;0.1687;CALIBRATION = 61.20% up Mesoproterozoic 1000Ma to 1600Ma
1239.0754;1.0965;CALIBRATION = 60.15% up Mesoproterozoic 1000Ma to 1600Ma
1249.5796;1.7712;CALIBRATION = 58.40% up Mesoproterozoic 1000Ma to 1600Ma
1264.2856;1.9399;CALIBRATION = 55.95% up Mesoproterozoic 1000Ma to 1600Ma
1323.1096;0.0844;CALIBRATION = 46.15% up Mesoproterozoic 1000Ma to 1600Ma
1352.521;-0.0844;CALIBRATION = 41.25% up Mesoproterozoic 1000Ma to 1600Ma
1423.9498;0.1687;CALIBRATION = 29.34% up Mesoproterozoic 1000Ma to 1600Ma
1459.6636;0.6748;CALIBRATION = 23.39% up Mesoproterozoic 1000Ma to 1600Ma
1486.975;1.0965;CALIBRATION = 18.84% up Mesoproterozoic 1000Ma to 1600Ma
1516.3864;1.0965;CALIBRATION = 13.94% up Mesoproterozoic 1000Ma to 1600Ma
1533.193;0.5061;CALIBRATION = 11.13% up Mesoproterozoic 1000Ma to 1600Ma
1558.4032;-0.5904;CALIBRATION = 6.93% up Mesoproterozoic 1000Ma to 1600Ma
1579.4116;-0.0844;CALIBRATION = 3.43% up Mesoproterozoic 1000Ma to 1600Ma
1617.0832;1.5182;CALIBRATION = 95.73% up 1600ma to 2000Ma
1650.4168;-0.253;CALIBRATION = 87.40% up 1600ma to 2000Ma
1658.75;-0.6748;CALIBRATION = 85.31% up 1600ma to 2000Ma
1669.1668;0;CALIBRATION = 82.71% up 1600ma to 2000Ma
1679.5832;0.4217;CALIBRATION = 80.10% up 1600ma to 2000Ma
1692.0832;0.3374;CALIBRATION = 76.98% up 1600ma to 2000Ma
1696.25;-1.2652;CALIBRATION = 75.94% up 1600ma to 2000Ma
1721.25;-0.4217;CALIBRATION = 69.69% up 1600ma to 2000Ma
1733.75;0;CALIBRATION = 66.56% up 1600ma to 2000Ma
1792.0832;0.0844;CALIBRATION = 51.98% up 1600ma to 2000Ma
1817.0832;0.5904;CALIBRATION = 45.73% up 1600ma to 2000Ma
1842.0832;0.5904;CALIBRATION = 39.48% up 1600ma to 2000Ma
1871.25;0.7591;CALIBRATION = 32.19% up 1600ma to 2000Ma
1894.1668;1.0122;CALIBRATION = 26.46% up 1600ma to 2000Ma
1935.8332;2.2773;CALIBRATION = 16.04% up 1600ma to 2000Ma
1944.1668;2.0243;CALIBRATION = 13.96% up 1600ma to 2000Ma
1954.5832;-1.7713;CALIBRATION = 11.35% up 1600ma to 2000Ma
1975.4168;0.5904;CALIBRATION = 6.15% up 1600ma to 2000Ma
1996.25;2.193;CALIBRATION = 0.94% up 1600ma to 2000Ma
2002.5156;1.6025;CALIBRATION = 99.37% up 2000Ma to 2400Ma
2017.1908;1.2652;CALIBRATION = 95.70% up 2000Ma to 2400Ma
2025.5768;-2.7834;CALIBRATION = 93.61% up 2000Ma to 2400Ma
2031.866;-3.3738;CALIBRATION = 92.03% up 2000Ma to 2400Ma
2046.5408;-1.2652;CALIBRATION = 88.36% up 2000Ma to 2400Ma
2067.5052;3.8799;CALIBRATION = 83.12% up 2000Ma to 2400Ma
2067.5052;4.8077;CALIBRATION = 83.12% up 2000Ma to 2400Ma
2082.1804;5.9885;CALIBRATION = 79.45% up 2000Ma to 2400Ma
2101.0484;-3.5425;CALIBRATION = 74.74% up 2000Ma to 2400Ma
2105.2412;-2.3617;CALIBRATION = 73.69% up 2000Ma to 2400Ma
2119.9164;-1.1808;CALIBRATION = 70.02% up 2000Ma to 2400Ma
2140.8804;-0.253;CALIBRATION = 64.78% up 2000Ma to 2400Ma
2151.3628;0.7591;CALIBRATION = 62.16% up 2000Ma to 2400Ma
2155.5556;3.2051;CALIBRATION = 61.11% up 2000Ma to 2400Ma
2161.8448;5.5668;CALIBRATION = 59.54% up 2000Ma to 2400Ma
2168.134;6.9163;CALIBRATION = 57.97% up 2000Ma to 2400Ma
2176.52;8.1815;CALIBRATION = 55.87% up 2000Ma to 2400Ma
2189.0988;9.1937;CALIBRATION = 52.73% up 2000Ma to 2400Ma
2203.7736;9.6997;CALIBRATION = 49.06% up 2000Ma to 2400Ma
2228.9308;9.4467;CALIBRATION = 42.77% up 2000Ma to 2400Ma
2251.9916;8.6876;CALIBRATION = 37.00% up 2000Ma to 2400Ma
2256.1844;4.0486;CALIBRATION = 35.95% up 2000Ma to 2400Ma
2260.3772;-1.6869;CALIBRATION = 34.91% up 2000Ma to 2400Ma
2266.6668;-3.5425;CALIBRATION = 33.33% up 2000Ma to 2400Ma
2275.0524;-3.9642;CALIBRATION = 31.24% up 2000Ma to 2400Ma
2277.1488;-2.3617;CALIBRATION = 30.71% up 2000Ma to 2400Ma
2281.3416;1.5182;CALIBRATION = 29.66% up 2000Ma to 2400Ma
2281.3416;2.193;CALIBRATION = 29.66% up 2000Ma to 2400Ma
2289.7276;2.7834;CALIBRATION = 27.57% up 2000Ma to 2400Ma
2300.2096;2.193;CALIBRATION = 24.95% up 2000Ma to 2400Ma
2304.4024;-0.4217;CALIBRATION = 23.90% up 2000Ma to 2400Ma
2310.692;-0.9278;CALIBRATION = 22.33% up 2000Ma to 2400Ma
2321.174;-1.0965;CALIBRATION = 19.71% up 2000Ma to 2400Ma
2340.042;-0.253;CALIBRATION = 14.99% up 2000Ma to 2400Ma
2681.7612;-0.253;CALIBRATION = 29.56% up 2400Ma to 2800Ma
2820.1256;0.7591;CALIBRATION = 94.97% up 2800Ma to 3200Ma
2910.2724;1.2652;CALIBRATION = 72.43% up 2800Ma to 3200Ma
2941.7188;1.0965;CALIBRATION = 64.57% up 2800Ma to 3200Ma
3251.6668;-2.2773;CALIBRATION = 87.08% up 3200Ma to 3600Ma
3651.6668;-2.446;CALIBRATION = 87.08% up 3600Ma to 4000Ma
